user_id,event,business_type,event_date,day_of_week,timestamp
USER_00033,completed_step_3,LLC,2025-08-30 14:17:43.805595,Saturday,2025-08-30T14:17:43.805595
USER_00034,started_registration,Corporation,2025-07-31 14:17:43.805661,Thursday,2025-07-31T14:17:43.805661
USER_00034,completed_step_1,Corporation,2025-07-31 14:17:43.805661,Thursday,2025-07-31T14:17:43.805661
USER_00034,completed_step_2,Corporation,2025-07-31 14:17:43.805661,Thursday,2025-07-31T14:17:43.805661
USER_00034,completed_step_3,Corporation,2025-07-31 14:17:43.805661,Thursday,2025-07-31T14:17:43.805661
USER_00035,started_registration,LLC,2025-08-28 14:17:43.805722,Thursday,2025-08-28T14:17:43.805722
USER_00035,completed_step_1,LLC,2025-08-28 14:17:43.805722,Thursday,2025-08-28T14:17:43.805722
USER_00036,started_registration,LLC,2025-06-12 14:17:43.805772,Thursday,2025-06-12T14:17:43.805772
USER_00036,completed_step_1,LLC,2025-06-12 14:17:43.805772,Thursday,2025-06-12T14:17:43.805772
USER_00037,started_registration,LLC,2025-09-15 14:17:43.805821,Monday,2025-09-15T14:17:43.805821
USER_00038,started_registration,LLC,2025-09-28 14:17:43.805864,Sunday,2025-09-28T14:17:43.805864
USER_00039,started_registration,LLC,2025-09-25 14:17:43.805907,Thursday,2025-09-25T14:17:43.805907
USER_00039,completed_step_1,LLC,2025-09-25 14:17:43.805907,Thursday,2025-09-25T14:17:43.805907
USER_00040,started_registration,NonProfit,2025-09-07 14:17:43.805958,Sunday,2025-09-07T14:17:43.805958
USER_00040,completed_step_1,NonProfit,2025-09-07 14:17:43.805958,Sunday,2025-09-07T14:17:43.805958
USER_00041,started_registration,SoleProprietor,2025-09-30 14:17:43.806089,Tuesday,2025-09-30T14:17:43.806089
USER_00042,started_registration,LLC,2025-07-30 14:17:43.806148,Wednesday,2025-07-30T14:17:43.806148
USER_00042,completed_step_1,LLC,2025-07-30 14:17:43.806148,Wednesday,2025-07-30T14:17:43.806148
USER_00043,started_registration,NonProfit,2025-09-13 14:17:43.806198,Saturday,2025-09-13T14:17:43.806198
USER_00044,started_registration,Corporation,2025-08-23 14:17:43.806242,Saturday,2025-08-23T14:17:43.806242
USER_00045,started_registration,Corporation,2025-07-25 14:17:43.806301,Friday,2025-07-25T14:17:43.806301
USER_00045,completed_step_1,Corporation,2025-07-25 14:17:43.806301,Friday,2025-07-25T14:17:43.806301
USER_00045,completed_step_2,Corporation,2025-07-25 14:17:43.806301,Friday,2025-07-25T14:17:43.806301
USER_00045,completed_step_3,Corporation,2025-07-25 14:17:43.806301,Friday,2025-07-25T14:17:43.806301
USER_00046,started_registration,LLC,2025-07-01 14:17:43.806358,Tuesday,2025-07-01T14:17:43.806358
USER_00046,completed_step_1,LLC,2025-07-01 14:17:43.806358,Tuesday,2025-07-01T14:17:43.806358
USER_00046,completed_step_2,LLC,2025-07-01 14:17:43.806358,Tuesday,2025-07-01T14:17:43.806358
USER_00046,completed_step_3,LLC,2025-07-01 14:17:43.806358,Tuesday,2025-07-01T14:17:43.806358
USER_00047,started_registration,LLC,2025-08-30 14:17:43.806414,Saturday,2025-08-30T14:17:43.806414
USER_00047,completed_step_1,LLC,2025-08-30 14:17:43.806414,Saturday,2025-08-30T14:17:43.806414
USER_00047,completed_step_2,LLC,2025-08-30 14:17:43.806414,Saturday,2025-08-30T14:17:43.806414
USER_00048,started_registration,Corporation,2025-06-24 14:17:43.806469,Tuesday,2025-06-24T14:17:43.806469
USER_00048,completed_step_1,Corporation,2025-06-24 14:17:43.806469,Tuesday,2025-06-24T14:17:43.806469
USER_00048,completed_step_2,Corporation,2025-06-24 14:17:43.806469,Tuesday,2025-06-24T14:17:43.806469
USER_00049,started_registration,Corporation,2025-07-10 14:17:43.806522,Thursday,2025-07-10T14:17:43.806522
USER_00049,completed_step_1,Corporation,2025-07-10 14:17:43.806522,Thursday,2025-07-10T14:17:43.806522
USER_00049,completed_step_2,Corporation,2025-07-10 14:17:43.806522,Thursday,2025-07-10T14:17:43.806522
USER_00050,started_registration,Corporation,2025-10-29 14:17:43.806575,Wednesday,2025-10-29T14:17:43.806575
USER_00050,completed_step_1,Corporation,2025-10-29 14:17:43.806575,Wednesday,2025-10-29T14:17:43.806575
USER_00051,started_registration,Corporation,2025-10-09 14:17:43.806627,Thursday,2025-10-09T14:17:43.806627
USER_00051,completed_step_1,Corporation,2025-10-09 14:17:43.806627,Thursday,2025-10-09T14:17:43.806627
USER_00052,started_registration,LLC,2025-09-19 14:17:43.806679,Friday,2025-09-19T14:17:43.806679
USER_00052,completed_step_1,LLC,2025-09-19 14:17:43.806679,Friday,2025-09-19T14:17:43.806679
USER_00052,completed_step_2,LLC,2025-09-19 14:17:43.806679,Friday,2025-09-19T14:17:43.806679
USER_00053,started_registration,LLC,2025-09-21 14:17:43.806732,Sunday,2025-09-21T14:17:43.806732
USER_00054,started_registration,LLC,2025-09-30 14:17:43.806775,Tuesday,2025-09-30T14:17:43.806775
USER_00055,started_registration,LLC,2025-08-03 14:17:43.806817,Sunday,2025-08-03T14:17:43.806817
USER_00056,started_registration,NonProfit,2025-08-31 14:17:43.806860,Sunday,2025-08-31T14:17:43.806860
USER_00056,completed_step_1,NonProfit,2025-08-31 14:17:43.806860,Sunday,2025-08-31T14:17:43.806860
USER_00056,completed_step_2,NonProfit,2025-08-31 14:17:43.806860,Sunday,2025-08-31T14:17:43.806860
USER_00057,started_registration,Corporation,2025-07-25 14:17:43.806916,Friday,2025-07-25T14:17:43.806916
USER_00057,completed_step_1,Corporation,2025-07-25 14:17:43.806916,Friday,2025-07-25T14:17:43.806916
USER_00057,completed_step_2,Corporation,2025-07-25 14:17:43.806916,Friday,2025-07-25T14:17:43.806916
USER_00058,started_registration,LLC,2025-07-02 14:17:43.806989,Wednesday,2025-07-02T14:17:43.806989
USER_00058,completed_step_1,LLC,2025-07-02 14:17:43.806989,Wednesday,2025-07-02T14:17:43.806989
USER_00059,started_registration,Corporation,2025-06-22 14:17:43.807099,Sunday,2025-06-22T14:17:43.807099
USER_00059,completed_step_1,Corporation,2025-06-22 14:17:43.807099,Sunday,2025-06-22T14:17:43.807099
USER_00059,completed_step_2,Corporation,2025-06-22 14:17:43.807099,Sunday,2025-06-22T14:17:43.807099
USER_00059,completed_step_3,Corporation,2025-06-22 14:17:43.807099,Sunday,2025-06-22T14:17:43.807099
USER_00060,started_registration,NonProfit,2025-10-24 14:17:43.807260,Friday,2025-10-24T14:17:43.807260
USER_00060,completed_step_1,NonProfit,2025-10-24 14:17:43.807260,Friday,2025-10-24T14:17:43.807260
USER_00060,completed_step_2,NonProfit,2025-10-24 14:17:43.807260,Friday,2025-10-24T14:17:43.807260
USER_00061,started_registration,LLC,2025-10-29 14:17:43.807314,Wednesday,2025-10-29T14:17:43.807314
USER_00061,completed_step_1,LLC,2025-10-29 14:17:43.807314,Wednesday,2025-10-29T14:17:43.807314
USER_00062,started_registration,NonProfit,2025-06-16 14:17:43.807362,Monday,2025-06-16T14:17:43.807362
USER_00062,completed_step_1,NonProfit,2025-06-16 14:17:43.807362,Monday,2025-06-16T14:17:43.807362
USER_00062,completed_step_2,NonProfit,2025-06-16 14:17:43.807362,Monday,2025-06-16T14:17:43.807362
USER_00063,started_registration,LLC,2025-09-04 14:17:43.807415,Thursday,2025-09-04T14:17:43.807415
USER_00064,started_registration,NonProfit,2025-09-09 14:17:43.807458,Tuesday,2025-09-09T14:17:43.807458
USER_00064,completed_step_1,NonProfit,2025-09-09 14:17:43.807458,Tuesday,2025-09-09T14:17:43.807458
USER_00064,completed_step_2,NonProfit,2025-09-09 14:17:43.807458,Tuesday,2025-09-09T14:17:43.807458
USER_00065,started_registration,LLC,2025-07-28 14:17:43.807511,Monday,2025-07-28T14:17:43.807511
USER_00065,completed_step_1,LLC,2025-07-28 14:17:43.807511,Monday,2025-07-28T14:17:43.807511
USER_00066,started_registration,LLC,2025-11-01 14:17:43.807560,Saturday,2025-11-01T14:17:43.807560
USER_00066,completed_step_1,LLC,2025-11-01 14:17:43.807560,Saturday,2025-11-01T14:17:43.807560
USER_00067,started_registration,LLC,2025-08-04 14:17:43.807611,Monday,2025-08-04T14:17:43.807611
USER_00067,completed_step_1,LLC,2025-08-04 14:17:43.807611,Monday,2025-08-04T14:17:43.807611
USER_00067,completed_step_2,LLC,2025-08-04 14:17:43.807611,Monday,2025-08-04T14:17:43.807611
USER_00068,started_registration,SoleProprietor,2025-07-05 14:17:43.807670,Saturday,2025-07-05T14:17:43.807670
USER_00068,completed_step_1,SoleProprietor,2025-07-05 14:17:43.807670,Saturday,2025-07-05T14:17:43.807670
USER_00068,completed_step_2,SoleProprietor,2025-07-05 14:17:43.807670,Saturday,2025-07-05T14:17:43.807670
USER_00068,completed_step_3,SoleProprietor,2025-07-05 14:17:43.807670,Saturday,2025-07-05T14:17:43.807670
USER_00068,verification_attempted,SoleProprietor,2025-07-05 14:17:43.807670,Saturday,2025-07-05T14:17:43.807670
USER_00069,started_registration,LLC,2025-07-12 14:17:43.807738,Saturday,2025-07-12T14:17:43.807738
USER_00069,completed_step_1,LLC,2025-07-12 14:17:43.807738,Saturday,2025-07-12T14:17:43.807738
USER_00069,completed_step_2,LLC,2025-07-12 14:17:43.807738,Saturday,2025-07-12T14:17:43.807738
USER_00070,started_registration,LLC,2025-07-07 14:17:43.807792,Monday,2025-07-07T14:17:43.807792
USER_00070,completed_step_1,LLC,2025-07-07 14:17:43.807792,Monday,2025-07-07T14:17:43.807792
USER_00070,completed_step_2,LLC,2025-07-07 14:17:43.807792,Monday,2025-07-07T14:17:43.807792
USER_00071,started_registration,Corporation,2025-07-12 14:17:43.807845,Saturday,2025-07-12T14:17:43.807845
USER_00071,completed_step_1,Corporation,2025-07-12 14:17:43.807845,Saturday,2025-07-12T14:17:43.807845
USER_00071,completed_step_2,Corporation,2025-07-12 14:17:43.807845,Saturday,2025-07-12T14:17:43.807845
USER_00072,started_registration,LLC,2025-08-05 14:17:43.807898,Tuesday,2025-08-05T14:17:43.807898
USER_00072,completed_step_1,LLC,2025-08-05 14:17:43.807898,Tuesday,2025-08-05T14:17:43.807898
USER_00072,completed_step_2,LLC,2025-08-05 14:17:43.807898,Tuesday,2025-08-05T14:17:43.807898
USER_00072,completed_step_3,LLC,2025-08-05 14:17:43.807898,Tuesday,2025-08-05T14:17:43.807898
USER_00073,started_registration,LLC,2025-08-29 14:17:43.807956,Friday,2025-08-29T14:17:43.807956
USER_00073,completed_step_1,LLC,2025-08-29 14:17:43.807956,Friday,2025-08-29T14:17:43.807956
USER_00073,completed_step_2,LLC,2025-08-29 14:17:43.807956,Friday,2025-08-29T14:17:43.807956
USER_00074,started_registration,LLC,2025-06-15 14:17:43.808071,Sunday,2025-06-15T14:17:43.808071
USER_00074,completed_step_1,LLC,2025-06-15 14:17:43.808071,Sunday,2025-06-15T14:17:43.808071
USER_00074,completed_step_2,LLC,2025-06-15 14:17:43.808071,Sunday,2025-06-15T14:17:43.808071
USER_00074,completed_step_3,LLC,2025-06-15 14:17:43.808071,Sunday,2025-06-15T14:17:43.808071
USER_00074,verification_attempted,LLC,2025-06-15 14:17:43.808071,Sunday,2025-06-15T14:17:43.808071
USER_00075,started_registration,LLC,2025-10-27 14:17:43.808148,Monday,2025-10-27T14:17:43.808148
USER_00076,started_registration,NonProfit,2025-06-21 14:17:43.808191,Saturday,2025-06-21T14:17:43.808191
USER_00076,completed_step_1,NonProfit,2025-06-21 14:17:43.808191,Saturday,2025-06-21T14:17:43.808191
USER_00076,completed_step_2,NonProfit,2025-06-21 14:17:43.808191,Saturday,2025-06-21T14:17:43.808191
USER_00077,started_registration,Corporation,2025-11-02 14:17:43.808245,Sunday,2025-11-02T14:17:43.808245
USER_00077,completed_step_1,Corporation,2025-11-02 14:17:43.808245,Sunday,2025-11-02T14:17:43.808245
USER_00078,started_registration,SoleProprietor,2025-07-01 14:17:43.808297,Tuesday,2025-07-01T14:17:43.808297
USER_00078,completed_step_1,SoleProprietor,2025-07-01 14:17:43.808297,Tuesday,2025-07-01T14:17:43.808297
USER_00079,started_registration,Corporation,2025-07-05 14:17:43.808346,Saturday,2025-07-05T14:17:43.808346
USER_00079,completed_step_1,Corporation,2025-07-05 14:17:43.808346,Saturday,2025-07-05T14:17:43.808346
USER_00080,started_registration,NonProfit,2025-10-25 14:17:43.808397,Saturday,2025-10-25T14:17:43.808397
USER_00080,completed_step_1,NonProfit,2025-10-25 14:17:43.808397,Saturday,2025-10-25T14:17:43.808397
USER_00081,started_registration,NonProfit,2025-09-23 14:17:43.808447,Tuesday,2025-09-23T14:17:43.808447
USER_00081,completed_step_1,NonProfit,2025-09-23 14:17:43.808447,Tuesday,2025-09-23T14:17:43.808447
USER_00081,completed_step_2,NonProfit,2025-09-23 14:17:43.808447,Tuesday,2025-09-23T14:17:43.808447
USER_00081,completed_step_3,NonProfit,2025-09-23 14:17:43.808447,Tuesday,2025-09-23T14:17:43.808447
USER_00081,verification_attempted,NonProfit,2025-09-23 14:17:43.808447,Tuesday,2025-09-23T14:17:43.808447
USER_00082,started_registration,LLC,2025-08-08 14:17:43.808513,Friday,2025-08-08T14:17:43.808513
USER_00082,completed_step_1,LLC,2025-08-08 14:17:43.808513,Friday,2025-08-08T14:17:43.808513
USER_00083,started_registration,LLC,2025-07-14 14:17:43.808562,Monday,2025-07-14T14:17:43.808562
USER_00083,completed_step_1,LLC,2025-07-14 14:17:43.808562,Monday,2025-07-14T14:17:43.808562
USER_00083,completed_step_2,LLC,2025-07-14 14:17:43.808562,Monday,2025-07-14T14:17:43.808562
USER_00084,started_registration,Corporation,2025-07-09 14:17:43.808616,Wednesday,2025-07-09T14:17:43.808616
USER_00084,completed_step_1,Corporation,2025-07-09 14:17:43.808616,Wednesday,2025-07-09T14:17:43.808616
USER_00085,started_registration,LLC,2025-06-21 14:17:43.808664,Saturday,2025-06-21T14:17:43.808664
USER_00085,completed_step_1,LLC,2025-06-21 14:17:43.808664,Saturday,2025-06-21T14:17:43.808664
USER_00085,completed_step_2,LLC,2025-06-21 14:17:43.808664,Saturday,2025-06-21T14:17:43.808664
USER_00086,started_registration,Corporation,2025-10-01 14:17:43.808717,Wednesday,2025-10-01T14:17:43.808717
USER_00086,completed_step_1,Corporation,2025-10-01 14:17:43.808717,Wednesday,2025-10-01T14:17:43.808717
USER_00087,started_registration,LLC,2025-09-30 14:17:43.808764,Tuesday,2025-09-30T14:17:43.808764
USER_00087,completed_step_1,LLC,2025-09-30 14:17:43.808764,Tuesday,2025-09-30T14:17:43.808764
USER_00088,started_registration,Corporation,2025-07-30 14:17:43.808813,Wednesday,2025-07-30T14:17:43.808813
USER_00088,completed_step_1,Corporation,2025-07-30 14:17:43.808813,Wednesday,2025-07-30T14:17:43.808813
USER_00089,started_registration,Corporation,2025-07-17 14:17:43.808868,Thursday,2025-07-17T14:17:43.808868
USER_00089,completed_step_1,Corporation,2025-07-17 14:17:43.808868,Thursday,2025-07-17T14:17:43.808868
USER_00089,completed_step_2,Corporation,2025-07-17 14:17:43.808868,Thursday,2025-07-17T14:17:43.808868
USER_00089,completed_step_3,Corporation,2025-07-17 14:17:43.808868,Thursday,2025-07-17T14:17:43.808868
USER_00089,verification_attempted,Corporation,2025-07-17 14:17:43.808868,Thursday,2025-07-17T14:17:43.808868
USER_00090,started_registration,NonProfit,2025-10-28 14:17:43.808932,Tuesday,2025-10-28T14:17:43.808932
USER_00090,completed_step_1,NonProfit,2025-10-28 14:17:43.808932,Tuesday,2025-10-28T14:17:43.808932
USER_00091,started_registration,SoleProprietor,2025-08-15 14:17:43.809003,Friday,2025-08-15T14:17:43.809003
USER_00091,completed_step_1,SoleProprietor,2025-08-15 14:17:43.809003,Friday,2025-08-15T14:17:43.809003
USER_00091,completed_step_2,SoleProprietor,2025-08-15 14:17:43.809003,Friday,2025-08-15T14:17:43.809003
USER_00091,completed_step_3,SoleProprietor,2025-08-15 14:17:43.809003,Friday,2025-08-15T14:17:43.809003
USER_00092,started_registration,Corporation,2025-09-14 14:17:43.809119,Sunday,2025-09-14T14:17:43.809119
USER_00093,started_registration,Corporation,2025-07-20 14:17:43.809197,Sunday,2025-07-20T14:17:43.809197
USER_00094,started_registration,SoleProprietor,2025-06-17 14:17:43.809266,Tuesday,2025-06-17T14:17:43.809266
USER_00094,completed_step_1,SoleProprietor,2025-06-17 14:17:43.809266,Tuesday,2025-06-17T14:17:43.809266
USER_00094,completed_step_2,SoleProprietor,2025-06-17 14:17:43.809266,Tuesday,2025-06-17T14:17:43.809266
USER_00095,started_registration,LLC,2025-06-13 14:17:43.809374,Friday,2025-06-13T14:17:43.809374
USER_00096,started_registration,Corporation,2025-06-14 14:17:43.809492,Saturday,2025-06-14T14:17:43.809492
USER_00096,completed_step_1,Corporation,2025-06-14 14:17:43.809492,Saturday,2025-06-14T14:17:43.809492
USER_00096,completed_step_2,Corporation,2025-06-14 14:17:43.809492,Saturday,2025-06-14T14:17:43.809492
USER_00097,started_registration,LLC,2025-10-10 14:17:43.809576,Friday,2025-10-10T14:17:43.809576
USER_00097,completed_step_1,LLC,2025-10-10 14:17:43.809576,Friday,2025-10-10T14:17:43.809576
USER_00097,completed_step_2,LLC,2025-10-10 14:17:43.809576,Friday,2025-10-10T14:17:43.809576
USER_00097,completed_step_3,LLC,2025-10-10 14:17:43.809576,Friday,2025-10-10T14:17:43.809576
USER_00098,started_registration,LLC,2025-09-02 14:17:43.809634,Tuesday,2025-09-02T14:17:43.809634
